#t, t_sol, st_sol, v_sol, sv_sol, ph_sol, sph_sol, stabilite
0.00;24.64;0.01;381.55;0.50;7.04;0.01;1.75
0.00;24.65;0.02;381.36;0.48;7.04;0.01;2.41
0.01;24.65;0.02;381.27;0.45;7.04;0.01;2.87
0.01;24.65;0.00;381.09;0.29;7.04;0.00;3.22
0.01;24.65;0.01;381.27;0.45;7.04;0.01;3.48
0.01;24.66;0.02;381.18;0.39;7.04;0.01;3.68
0.01;24.65;0.00;381.27;0.45;7.04;0.01;3.83
0.01;24.67;0.02;381.00;0.00;7.04;0.00;3.94
0.01;24.67;0.02;381.27;0.45;7.04;0.01;4.00
0.01;24.65;0.02;381.36;0.48;7.04;0.01;4.02
0.01;24.66;0.02;380.91;0.29;7.03;0.00;4.00
0.01;24.66;0.02;381.27;0.45;7.04;0.01;3.94
0.01;24.65;0.02;381.09;0.29;7.04;0.00;3.83
0.01;24.65;0.01;381.27;0.45;7.04;0.01;3.68
0.01;24.63;0.01;381.00;0.00;7.04;0.00;3.48
0.01;24.64;0.01;381.09;0.29;7.04;0.00;3.22
0.02;24.63;0.01;381.18;0.39;7.04;0.01;2.87
0.02;24.63;0.01;381.09;0.29;7.04;0.00;2.41
0.02;24.64;0.01;381.00;0.00;7.04;0.00;1.75
0.02;24.64;0.01;381.18;0.39;7.04;0.01;0.00
16.28;24.64;0.01;381.00;0.00;7.04;0.00;0.00
16.28;24.65;0.02;381.09;0.29;7.04;0.00;0.00
16.28;24.65;0.01;381.09;0.29;7.04;0.00;0.00
16.28;24.65;0.02;381.00;0.00;7.04;0.00;0.00
16.28;24.65;0.01;381.00;0.00;7.04;0.00;0.00
16.28;24.66;0.02;381.09;0.29;7.04;0.00;0.00
16.28;24.66;0.02;381.09;0.29;7.04;0.00;0.00
16.28;24.66;0.02;381.00;0.00;7.04;0.00;0.00
16.28;24.66;0.02;381.00;0.00;7.04;0.00;0.00
16.29;24.66;0.02;381.09;0.29;7.04;0.00;0.00
16.29;24.67;0.02;381.09;0.29;7.04;0.00;0.00
16.29;24.66;0.02;380.45;1.23;7.03;0.02;0.00
16.29;24.63;0.04;381.00;0.00;7.04;0.00;0.00
16.29;24.31;0.02;187.73;0.45;4.11;0.01;0.64
18.07;24.35;0.02;187.00;0.00;4.09;0.00;0.88
20.87;24.38;0.02;186.09;0.29;4.08;0.00;1.05
23.66;24.40;0.02;184.64;0.64;4.06;0.01;1.18
26.46;24.42;0.01;184.09;0.29;4.05;0.00;1.28
29.25;24.43;0.01;183.27;0.45;4.04;0.01;1.36
32.05;24.44;0.01;183.00;0.00;4.03;0.00;1.42
37.75;24.45;0.01;183.00;0.00;4.03;0.00;1.46
37.75;24.46;0.01;182.91;0.29;4.03;0.00;1.48
40.43;24.46;0.01;182.91;0.29;4.03;0.00;1.49
43.22;24.47;0.01;182.73;0.45;4.03;0.01;1.48
46.02;24.47;0.01;182.45;0.50;4.03;0.01;1.46
48.81;24.48;0.00;182.00;0.43;4.02;0.01;1.42
51.60;24.48;0.00;182.00;0.00;4.02;0.00;1.37
54.40;24.48;0.01;181.91;0.29;4.02;0.00;1.29
57.19;24.47;0.01;181.82;0.39;4.02;0.01;1.20
59.99;24.47;0.01;181.91;0.29;4.02;0.00;1.07
62.78;24.48;0.02;181.91;0.29;4.02;0.00;0.90
65.58;24.49;0.02;181.82;0.39;4.02;0.01;0.65
68.37;24.49;0.02;181.91;0.29;4.02;0.00;0.03
71.17;24.49;0.02;182.00;0.00;4.02;0.00;0.02
73.96;24.51;0.02;182.09;0.29;4.02;0.00;0.02
76.75;24.51;0.02;181.82;0.39;4.02;0.01;0.01
79.55;24.52;0.02;181.82;0.39;4.02;0.01;0.01
82.34;24.52;0.01;181.73;0.45;4.01;0.01;0.01
85.14;24.52;0.03;181.91;0.29;4.02;0.00;0.01
87.93;24.53;0.01;181.82;0.39;4.02;0.01;0.01
100.04;24.52;0.02;181.73;0.45;4.01;0.01;0.01
100.04;24.54;0.01;181.82;0.39;4.02;0.01;0.00
100.04;24.54;0.01;181.64;0.48;4.01;0.01;0.00
100.04;24.54;0.01;181.64;0.48;4.01;0.01;0.00
101.90;24.53;0.01;181.45;0.50;4.01;0.01;0.00
104.70;24.53;0.01;181.64;0.48;4.01;0.01;0.00
107.49;24.51;0.02;181.45;0.50;4.01;0.01;0.00
110.28;24.51;0.02;181.36;0.48;4.01;0.01;0.00
113.08;24.51;0.02;181.36;0.48;4.01;0.01;0.00
115.88;24.51;0.02;181.27;0.45;4.01;0.01;0.00
118.67;24.52;0.02;181.45;0.50;4.01;0.01;0.00
121.46;24.51;0.02;181.55;0.50;4.01;0.01;0.00
124.26;24.52;0.00;181.73;0.45;4.01;0.01;0.00
127.05;24.52;0.00;181.45;0.50;4.01;0.01;0.00
129.85;24.51;0.02;181.27;0.45;4.01;0.01;0.00
132.64;24.52;0.02;181.36;0.48;4.01;0.01;0.00
135.43;24.51;0.02;181.27;0.45;4.01;0.01;0.00
138.23;24.51;0.02;181.18;0.39;4.01;0.01;0.00
141.02;24.51;0.02;181.45;0.50;4.01;0.01;0.00
143.82;24.52;0.01;181.36;0.48;4.01;0.01;0.00
