0.00;19.19;6.07;357.36;10.72;4.84;0.64;1.75
3.88;21.09;0.02;325.64;7.91;2.93;0.48;2.00
6.68;21.03;0.02;314.55;1.56;2.26;0.09;2.08
9.47;20.98;0.01;311.18;0.57;2.06;0.03;2.09
12.26;20.95;0.02;310.09;0.29;2.00;0.02;2.05
15.06;20.89;0.02;309.00;0.00;1.93;0.00;1.97
17.85;20.85;0.02;309.09;0.29;1.94;0.02;1.83
20.65;20.82;0.01;308.73;0.45;1.92;0.03;1.63
23.44;20.79;0.02;308.55;0.50;1.90;0.03;1.34
26.23;20.74;0.01;308.55;0.50;1.90;0.03;0.88
29.03;20.72;0.02;308.18;0.39;1.88;0.02;0.31
31.82;20.69;0.02;308.00;0.00;1.87;0.00;0.11
34.62;20.66;0.01;308.00;0.00;1.87;0.00;0.06
37.41;20.63;0.01;308.00;0.00;1.87;0.00;0.04
40.21;20.58;0.02;308.00;0.00;1.87;0.00;0.02
43.00;20.53;0.03;307.82;0.39;1.86;0.02;0.02
45.80;20.48;0.02;307.91;0.29;1.87;0.02;0.02
48.59;20.43;0.02;307.82;0.39;1.86;0.02;0.02
51.38;20.40;0.03;307.91;0.29;1.87;0.02;0.01
54.18;20.37;0.01;307.82;0.39;1.86;0.02;0.01
57.78;20.35;0.01;307.91;0.29;1.87;0.02;0.00
59.77;20.33;0.02;307.64;0.48;1.85;0.03;0.01
62.56;20.30;0.02;307.73;0.45;1.86;0.03;0.01
65.35;20.29;0.02;308.00;0.00;1.87;0.00;0.01
68.15;20.28;0.01;307.73;0.45;1.86;0.03;0.01
70.94;20.28;0.01;307.82;0.39;1.86;0.02;0.01
73.74;20.26;0.01;307.73;0.45;1.86;0.03;0.01
76.53;20.27;0.01;307.55;0.50;1.84;0.03;0.01
79.32;20.28;0.01;307.64;0.48;1.85;0.03;0.01
82.12;20.28;0.01;307.45;0.50;1.84;0.03;0.01
84.91;20.28;0.01;307.82;0.39;1.86;0.02;0.01
87.71;20.29;0.01;307.64;0.48;1.85;0.03;0.01
90.50;20.28;0.01;307.73;0.45;1.86;0.03;0.01
93.29;20.28;0.01;307.55;0.50;1.84;0.03;0.01
96.09;20.27;0.01;307.73;0.45;1.86;0.03;0.01
98.88;20.27;0.01;307.64;0.48;1.85;0.03;0.01
101.68;20.27;0.01;307.64;0.48;1.85;0.03;0.01
104.47;20.27;0.01;307.36;0.48;1.83;0.03;0.01
107.27;20.26;0.01;307.55;0.50;1.84;0.03;0.01
110.06;20.25;0.02;307.55;0.50;1.84;0.03;0.01
