1.1537132263183594;21.64;660
2.3048784732818604;21.68;659
3.4596781730651855;21.64;660
4.614722490310669;21.64;660
5.765775203704834;21.64;660
6.920763731002808;21.64;660
8.075746774673462;21.68;659
9.226724863052368;21.68;660
10.381693840026855;21.64;660
11.536642789840698;21.68;661
12.687507629394531;21.64;661
13.84257960319519;21.68;660
14.997504472732544;21.64;661
16.148550748825073;21.68;661
17.303518056869507;21.68;661
18.458472728729248;21.64;661
19.60952639579773;21.68;661
20.764496564865112;21.64;661
21.9193332195282;21.64;661
23.070268392562866;21.64;662
24.225409507751465;21.64;661
25.38032078742981;21.64;662
26.531288623809814;21.64;661
27.68627429008484;21.64;662
28.84123396873474;21.64;661
29.992228507995605;21.68;662
31.14717125892639;21.64;662
32.3021514415741;21.64;663
33.45312476158142;21.64;662
34.608134031295776;21.64;662
35.763083934783936;21.61;662
36.91408181190491;21.61;662
38.0690553188324;21.64;662
39.224016427993774;21.64;662
40.374961853027344;21.64;662
41.529804944992065;21.64;662
42.68493342399597;21.61;662
43.83590841293335;21.64;663
44.990484952926636;21.64;663
46.14583611488342;21.61;663
47.29674696922302;21.61;663
48.451786518096924;21.64;663
49.60654973983765;21.64;663
50.75772213935852;21.61;663
51.91269135475159;21.61;664
53.06757354736328;21.64;663
54.218533992767334;21.61;664
55.37359547615051;21.61;663
56.528589725494385;21.61;664
57.67958688735962;21.61;664
58.83455944061279;21.61;664
59.98945116996765;21.61;664
61.140464305877686;21.61;663
62.29547142982483;21.61;664
63.450371742248535;21.61;665
64.60140323638916;21.58;664
65.75633525848389;21.61;664
66.9113564491272;21.61;664
68.06239223480225;21.61;664
69.21736073493958;21.61;664
70.37191462516785;21.61;665
71.52320265769958;21.64;664
72.6782431602478;21.61;664
73.82925176620483;21.61;665
74.98409676551819;21.58;666
76.1391031742096;21.64;665
77.28988075256348;21.61;665
78.44503784179688;21.61;665
79.60007619857788;21.61;665
80.75107312202454;21.58;665
81.90605306625366;21.61;665
83.06100797653198;21.61;665
84.21164798736572;21.61;666
85.3668053150177;21.64;666
86.52192401885986;21.61;665
87.67290663719177;21.61;665
88.82786989212036;21.61;665
89.98284411430359;21.64;665
91.13378024101257;21.61;666
92.2887830734253;21.61;666
93.44374752044678;21.64;666
94.5943694114685;21.61;666
95.74956130981445;21.64;666
96.90467691421509;21.61;666
98.0553674697876;21.61;666
99.21027874946594;21.58;666
100.36544060707092;21.61;666
101.51634120941162;21.61;666
102.67131543159485;21.61;666
103.82653212547302;21.61;666
104.97715497016907;21.61;666
106.13238167762756;21.61;666
107.28831028938293;21.61;666
108.43832540512085;21.61;667
109.59299683570862;21.61;667
110.74835300445557;21.61;667
111.89906644821167;21.61;667
113.05410766601562;21.61;667
114.20905947685242;21.61;666
115.35995578765869;21.58;666
